COD_PAI4,COD_SAL,CANTI,FOBDOL,FOBPES
USA,AXM,95,12,104644,7,422470536
PAN,AXM,12,22,12125,43,48952665
DEU,BOG,480,3000,12111570
DEU,BOG,3,28040,41,111463153
DEU,BOG,11,113981,51,453086761
DEU,BOG,1,44999,33,183219947
DEU,BOG,1,300,1213353
DEU,BOG,1056,6336,26068141
DEU,BOG,1836,9948,96,40708065
DEU,BOG,200,1200,4937148
DEU,BOG,1224,6357,26154542
DEU,BOG,12,47,1,191233
DEU,BOG,2139,12960,52717346
DEU,BOG,597,1622,6579112
DEU,BOG,16172,96474,92,392943488
DEU,BOG,6400,832,3332210
DEU,BOG,9,47,85,189657
DEU,BOG,48,291,2,1154192
DEU,BOG,12,5,39,5,156561
DEU,BOG,280,2114,8378987
DEU,BOG,118,868,28,3441489
DEU,BOG,25,129,511301
DEU,BOG,33,8,216,3,857320
DEU,BOG,262,5,1873,7423767
DEU,BOG,144,6,958,15,3797695
DEU,BOG,59,54076,75,219065628
DEU,BOG,400,114,460240
DEU,BOG,10440,1670,4,6743722
DEU,BOG,91440,13690,8,55141540
DEU,BOG,559,4740,33,19398995
DEU,BOG,2720,369,92,1497107
DEU,BOG,4420,605,54,2450687
DEU,BOG,5780,751,4,3009402
DEU,BOG,9520,1237,6,4956662
DEU,BOG,4760,1482,5,5901343
DEU,BOG,11970,1915,2,7591029
DEU,BOG,58440,9350,4,37060965
DEU,BOG,8160,2448,9767251
DEU,BOG,4,4400,17981766
DEU,BOG,1820,14875,58958104
DEU,BOG,1280,12,8,51071
DEU,BOG,16070,4556,5,18435491
DEU,BOG,8050,2459,4,9790060
DEU,BOG,3333,54,2858384,11,11575369464
DEU,BOG,435,17,8232,12,33294892
DEU,BOG,2261524,30130,6,122504692
DEU,BOG,107804,1111,64,4496039
ARM,BOG,50,0,5,2028
ARM,BOG,100,10,39807
ARM,BOG,70,7,27865
ARM,BOG,60,6,23884
ARM,BOG,11,73,15,59710
ARM,BOG,400,68,270306
ARM,BOG,8640,2678,4,10813210
ARM,BOG,400,74,301731
ARM,BOG,1800,331,1349633
ARM,BOG,560,1838,4,7474548
ARM,BOG,60,138,561079
ARM,BOG,970,155,2,617206
ARM,BOG,38505,5842,25,23233693
ARM,BOG,400,4,15907
ARM,BOG,2900,437,03,1773004
ARM,BOG,3950,579,56,2351240
ARM,BOG,200,64,258380
ARM,BOG,800,144,572413
ARM,BOG,1050,159,71,649347
ARM,BOG,2100,324,66,1319999
ARM,BOG,76,1,52,6171
ABW,BOG,1,76,3,303299
ABW,BOG,4,182,723466
ABW,BOG,240,10598,42128004
ABW,BOG,9,747,6,2971777
ABW,BOG,3,182,7,726249
ABW,BOG,2,127,4,506426
ABW,BOG,9,422,1,1677885
ABW,BOG,3,205,1,815291
ABW,BOG,33,2272,2,9032199
ABW,BOG,25,997,5,3965152
ABW,BOG,15,107,8,428515
ABW,BOG,1,18,2,72347
ABW,BOG,2842,799,24,3242469
ABW,BOG,2639,802,52,3255775
ABW,BOG,1734,898,76,3646215
ABW,BOG,184,705,23,2861076
ABW,BOG,1500,2858,11559210
ABW,BOG,2,7225,28720025
ABW,BOG,1,5054,20090105
ABW,BOG,600,3600,14363604
ABW,BOG,72,78,3947,76,15624326
ABW,BOG,106,13,5000,16,19789483
ABW,BOG,157,68,3616,56,14313513
ABW,BOG,204,9,9321,36890374
ABW,BOG,62,81,3663,84,14500636
ABW,BOG,10,3,12180
ABW,BOG,9868,6221,24,25116328
ABW,BOG,219,284,86,1150034
ABW,BOG,877,1139,43,4600095
ABW,BOG,1316,524,13,2116012
ABW,BOG,657,455,76,1839990
ABW,BOG,25655,5663,48,22864545
ABW,BOG,112,1737,62,7015102
ABW,BOG,9,6,4,16020
ABW,BOG,8,5,4,16020
ABW,BOG,25,9,8,32040
ABW,BOG,9,6,4,16020
ABW,BOG,4,8,2,8010
ABW,BOG,12,5,4,16020
ABW,BOG,11,5,2,8010
ABW,BOG,4325,1384,5627053
ABW,BOG,3280,1458,8,5931174
ABW,BOG,6160,1543,58,6231726
ABW,BOG,804,427,19,1724647
ABW,BOG,268,56,96,229958
ABW,BOG,536,113,92,459917
ABW,BOG,7767,1677,41,6772023
ABW,BOG,105,996,77,4024150
ABW,BOG,1,2002,7,8020934
ABW,BOG,90,183,91,741135
ABW,BOG,75,169,65,683459
ABW,BOG,252,549,14,2211129
ABW,BOG,29600,44565,66,178966386
ABW,BOG,1160,162,4,662845
ABW,BOG,5700,1896,7603896
ABW,BOG,1280,323,2,1316953
ABW,BOG,4850,2600,10443844
ABW,BOG,100,18,74119
ABW,BOG,2700,1313,7,5273260
ABW,BOG,255,149,7,613091
ABW,BOG,2584,2763,76,11073408
ABW,BOG,212,3741,96,15156034
ABW,BOG,30,61,31,250901
ABW,BOG,25,56,53,231339
ABW,BOG,84,183,06,749142
ABW,BOG,62,5,239,950047
ABW,BOG,2,05,22,54,89599
ABW,BOG,67,45,356,66,1417756
ABW,BOG,7,5,40,35,160395
ABW,BOG,1058,35,5149,63,20470243
ABW,BOG,9,54,61,31,244055
ABW,BOG,105,29,56,53,225027
ABW,BOG,26,72,183,06,728701
ABW,BOG,560,11,466202,01,1869878521
BIH,BOG,800,136,552947
BIH,BOG,400,59,56,242158
BIH,BOG,800,114,8,466753
BIH,BOG,39910,11157,44350079
BIH,BOG,11700,1404,5581026
AIA,BOG,1,91,1729,68,6885285
ATG,BOG,2,365,8,1465051
ATG,BOG,70,5254,58,21044908
ATG,BOG,232,4580,32,18344456
ATG,BOG,6,426,36,1707597
ATG,BOG,6,279,1117412
ATG,BOG,150,2057,7,8241212
ATG,BOG,20,879,78,3523572
ATG,BOG,116,4927,3,19734132
ATG,BOG,158,2353,34,9425268
ATG,BOG,41,2830,75,11337324
ATG,BOG,142,1393,66,5581692
ATG,BOG,6,114,9,460181
SAU,BOG,4968,3372,48,13801301
SAU,BOG,1400,900,3654135
SAU,BOG,4800,576,2329638
SAU,BOG,26619,20228,11,82469404
SAU,BOG,601,59,4409,17882806
SAU,BOG,120,484,8,1921539
SAU,BOG,46,271,86,1077536
SAU,BOG,40,183,725333
SAU,BOG,52,8,221,76,878961
SAU,BOG,81,249,75,989902
SAU,BOG,25,148,5,588590
SAU,BOG,56,61,290,45,1151219
SAU,BOG,20,90,356721
SAU,BOG,3180,2202,6,8942886
SAU,BOG,3934,3389,52,13606905
SAU,BOG,85,744,2968478
SAU,BOG,13450,4753,5,19573534
SAU,BOG,2400,456,1877676
SAU,BOG,300,96,395300
SAU,BOG,800,256,1054134
SAU,BOG,1290,1258,5,5182138
SAU,BOG,1000,334,1375315
SAU,BOG,1430,4050,16676726
SAU,BOG,1,13077,68,53323456
SAU,BOG,89,10548,5,42690940
SAU,BOG,10,7831,6,31131315
SAU,BOG,12960,65026,8,259449779
SAU,BOG,28,79,74,323756
SAU,BOG,10880,36259,91,147985018
SAU,BOG,90,398,25,1638516
SAU,BOG,300,753,92,3080697
SAU,BOG,98,129,2,524571
SAU,BOG,60,340,06,1399105
SAU,BOG,374,9,2007,39,8206320
SAU,BOG,76,262,51,1074211
SAU,BOG,2720,25845,104559259
SAU,BOG,7970,35930,142824984
SAU,BOG,1440,20640,82686730
SAU,BOG,2,3796,15089442
SAU,BOG,70,567,91,2292761
ARG,BOG,25480,2548,10099176
ARG,BOG,31650,9233,75,37787552
ARG,BOG,26200,5134,20726933
ARG,BOG,58800,10021,75,39837358
ARG,BOG,80,1210,4893857
ARG,BOG,150,5965,24410748
ARG,BOG,24,4,25290,43,102601757
ARG,BOG,6,7299,3,28931286
ARG,BOG,278,3414,14054038
ARG,BOG,441,5917,68,23890799
ARG,BOG,960,20723,2,83703340
ARG,BOG,4,2540,14,10173413
ARG,BOG,73,1328,41,5363044
ARG,BOG,9532,54,68658,82,279952219
ARG,BOG,3,4515,62,18230416
ARG,BOG,1,958,91,3880814
ARG,BOG,2,5905,73,23842554
ARG,BOG,4,619,5,2501039
ARG,BOG,1,199,5,805419
ARG,BOG,1,1,228,24,921448
ARG,BOG,1700,102,405459
ARG,BOG,10,63,2,255150
ARG,BOG,2,2,44,9851
ARG,BOG,10,2123,63,8573498
ARG,BOG,0,01,17,58,70974
ARG,BOG,126,7,56,30052
ARG,BOG,0,01,37,51,151435
ARG,BOG,24,05,1531,63,6183481
ARG,BOG,0,01,45,7,184500
ARG,BOG,0,04,0,48,1938
ARG,BOG,2,6746,78,27238033
ARG,BOG,1,20810,84013924
ARG,BOG,0,05,41,3,166736
ARG,BOG,0,1,40,159004
ARG,BOG,0,3,34,66,137777
ARG,BOG,0,04,75,298132
ARG,BOG,5,23,2,95531
ARG,BOG,4200,214,2,864046
ARG,BOG,13150,1788,4,7214102
ARG,BOG,400,306,1234352
ARG,BOG,14875,4418,17821461
ARG,BOG,6125,673,75,2717793
ARG,BOG,880,510,4,2058867
ARG,BOG,10120,2366,9557932
ARG,BOG,16975,1867,25,7688794
ARG,BOG,1,34,13,137789
ARG,BOG,10,133,8,540176
ARG,BOG,2,830,38,3352402
ARG,BOG,28,2584,15,10432705
ARG,BOG,1,239,55,967109
ARG,BOG,11,1450,07,5854208
ARG,BOG,1,2921,65,11795256
ARG,BOG,17,1116,93,4509259
ARG,BOG,3,212,04,856046
ARG,BOG,2,199,66,806065
ARG,BOG,5,2478,8,10144068
ARG,BOG,5000,24000,97068240
ARG,BOG,112000,3251,92,13307930
ARG,BOG,33,34,74,96,304772
ARG,BOG,124,8,92,43,375801
ARG,BOG,0,14,222,21,903459
ARG,BOG,238,923,44,3698433
ARG,BOG,2290,33,1903119,23,7637141251
AUS,BOG,1980,302,37,1237398
AUS,BOG,3080,862,4,3428118
AUS,BOG,6450,3753,15358514
AUS,BOG,34,3316,4,13201494
AUS,BOG,5,1168,4,4651015
AUS,BOG,4,1280,5095258
AUS,BOG,5,586,4,2334265
AUS,BOG,14,1360,5413711
AUS,BOG,965,708,2886828
AUS,BOG,60,111763,88,447621045
AUS,BOG,6,626,4,2578632
AUS,BOG,9,2016,8299045
AUS,BOG,9,2883,6,11870599
AUS,BOG,7,1756,8,7232025
AUS,BOG,7,1267,2,5216543
AUS,BOG,6000,2969,12038660
AUS,BOG,15800,5492,21767926
AUS,BOG,219242,32724,3,133920290
AUS,BOG,32360,5864,5,23835206
AUS,BOG,500,138,35,560244
AUS,BOG,226,1404,86,5784806
AUS,BOG,477,12681,12,51683810
AUS,BOG,1,61,58,249061
AUS,BOG,208,1299,65,5267813
AUS,BOG,349,1208,54,4840275
AUS,BOG,128,67,194,83,788265
AUS,BOG,1,96,3,389486
AUS,BOG,1422,37831,36,153016357
AUS,BOG,40,493,93,1994089
AUS,BOG,558,14094,2,57120489
AUS,BOG,5178,76780,07,310114670
AUS,BOG,71,1827,56,7378207
AUS,BOG,169,2034,06,8211887
AUS,BOG,22,73,1,295119
AUS,BOG,358,3013,3,12165265
AUS,BOG,30,879,9,3623173
AUS,BOG,467,9275,63,38194354
AUS,BOG,211,2356,87,9704907
AUS,BOG,10,137,4,565773
AUS,BOG,1008,9478,04,39027820
AUS,BOG,293,2,13824,56205481
AUS,BOG,22,201,71,816343
AUS,BOG,25600,9432,35,38048496
AUS,BOG,1216,790,9,3236624
AUS,BOG,600,192,775140
AUS,BOG,15000,11550,47266412
AUS,BOG,20,12893,72,53092600
AUS,BOG,127,12,2436,9826410
AUS,BOG,7,5,114,459857
AUS,BOG,83,3313,36,13510027
AUS,BOG,1,2800,11331908
AUS,BOG,27150,6555,26614283
AUS,BOG,480,624,2533534
AUS,BOG,2360,4118,8,16777721
AUS,BOG,1080,1911,6,7761383
AUS,BOG,50,175,5,712556
AUS,BOG,23400,3372,13690826
AUS,BOG,1700,357,1449474
AUS,BOG,75,150,75,612068
AUS,BOG,112,988,4011428
AUS,BOG,4767,1288,8,5109357
AUS,BOG,9000,2428,9638288
AUS,BOG,102575,32396,65,130552929
AUS,BOG,18000,3699,5,14705845
AUS,BOG,340,459,1863609
AUS,BOG,33,3,14,12708
AUS,BOG,30,3630,14538368
AUS,BOG,5700,1667,6662189
AUS,BOG,8250,1740,6916657
AUS,BOG,1400,376,1517983
AUS,BOG,5400,810,3293727
AUS,BOG,1185,98,7797,5,32099111
AUS,BOG,44,1,3341,22,13281650
AUS,BOG,32,9,1356,15,5390818
AUS,BOG,300,15,59848
AUS,BOG,9200,1814,7467494
AUS,BOG,1,11655,47978856
AUS,BOG,93630,17818,9,71938285
AUS,BOG,255040,72546,292881986
AUS,BOG,18376,6519,68,25916315
AUS,BOG,45500,8962,35624757
AUS,BOG,50,5,168752,74,682960902
AUS,BOG,552,4601,36,18211125
AUS,BOG,1462,30460,123195775
AUS,BOG,3,390,1574504
AUS,BOG,8,2304,9301686
AUS,BOG,6,1548,6249570
AUS,BOG,6,1800,7266942
AUS,BOG,38,8152,32911173
AUS,BOG,12,3192,12886710
AUS,BOG,14,2356,9511620
AUS,BOG,2,516,2083190
AUS,BOG,4,1288,5199901
AUT,BOG,13080,2223,6,9066596
AUT,BOG,25740,4375,8,17842062
AUT,BOG,127,93,119333,55,491247299
AUT,BOG,20160,3201,6,12922126
AUT,BOG,72460,10958,8,44154375
AUT,BOG,160,1,6,6454
AUT,BOG,380,3,8,15329
AZE,BOG,7179,5070,46,20631407
AZE,BOG,32,76,8,312253
AZE,BOG,1,18655,52,76344544
AZE,BOG,1,17252,70600877
AZE,BOG,1,12717,52042161
AZE,BOG,1400,308,1243455
AZE,BOG,1000,320,1291901
AZE,BOG,432,34,56,141431
AZE,BOG,6400,855,48,3478202
AZE,BOG,56300,7909,42,32158041
BHS,BOG,192,8417,99,33985025
BHS,BOG,200,9066,5,36603183
BHS,BOG,682,7680,52,31007719
BHS,BOG,219,15429,85,62293236
BHS,BOG,587,8239,62,33264911
BHS,BOG,3,21,2846,87,11493355
BHR,BOG,3468,2268,8989377
BHR,BOG,8237,3636,37,14800766
BHR,BOG,480,134,4,550009
BHR,BOG,931,16,240,987982
BHR,BOG,540,64,51500,212004385
BHR,BOG,1006,316,72,1278659
BHR,BOG,3774,542,96,2192033
BHR,BOG,36,98,44,391308
BHR,BOG,6,29,51,117305
BHR,BOG,82,230,75,917252
BHR,BOG,6,6,31,31,124460
BHR,BOG,18500,4520,17992628
BHR,BOG,16762,2153,86,8561787
BHR,BOG,4558,834,14,3339726
BHR,BOG,11875,2968,75,12104900
BHR,BOG,103900,15656,75,62968945
BHR,BOG,7500,750,3054731
BHR,BOG,4000,800,3247195
BHR,BOG,920,119,6,482446
BHR,BOG,4110,2743,25,11295908
BHR,BOG,6180,1746,4,7120005
BHR,BOG,328,4180,17054501
BRB,BOG,58,5784,64,23672656
BEL,BOG,80,530,4,2124284
BEL,BOG,160,462,4,1851940
BEL,BOG,69,199,64,799570
BEL,BOG,169,2,976,96,3912783
BEL,BOG,1,40,162406
BEL,BOG,2,100,400506
BEL,BOG,448,3504,14146314
BEL,BOG,150,1275,5147417
BEL,BOG,2646,13837,25,54844909
BEL,BOG,1,1311,53,5220768
BEL,BOG,544,32,22279,8,88564210
BEL,BOG,3,4622,94,18918596
BEL,BOG,6,1383,56,5585695
BMU,BOG,36,493,2,2018337
BMU,BOG,481,21888,75,89575988
BMU,BOG,210,3786,48,15495526
BMU,BOG,6,199,08,814701
BMU,BOG,8,166,08,679654
BMU,BOG,41,533,02,2181294
BLR,BOG,26104,26089,14,106376903
BLR,BOG,95350,33270,48,136998188
BLR,BOG,2800,532,2190622
BLR,BOG,56350,10820,5,44555681
BLR,BOG,15200,2612,01,10605152
BLR,BOG,66150,22180,52,91051890
BLR,BOG,2200,418,1721203
BLR,BOG,108250,20659,97,84889335
BLR,BOG,1936,5902,4,23997919
BLR,BOG,212,436,4,1774311
BLR,BOG,10000,3654,15046112
BLR,BOG,750,142,5,586774
BLR,BOG,2100,399,1642966
BLR,BOG,960,308,8,1271549
BLR,BOG,12800,1625,6,6578982
BLR,BOG,400,44,4,176742
BLR,BOG,11150,1460,65,5814366
BLR,BOG,5600,728,2987894
BLR,BOG,26950,3461,8,14151484
BLR,BOG,24225,5955,5,23673648
BLR,BOG,33900,4590,9,18249241
BLR,BOG,13200,1757,25,6985227
BLR,BOG,70,36,4,147315
BLR,BOG,500,1,4117
BLR,BOG,43300,5572,88,22584559
BLR,BOG,559350,73347,2,296931698
BLR,BOG,1000,190,768951
BLR,BOG,130,179,33,717488
BLR,BOG,100,25,5,101507
BLR,BOG,315,461,55,1852611
BLR,BOG,200,61,2,243617
BLR,BOG,2,5,28,9,115041
BOL,BOG,300,1338,5397265
BOL,BOG,1160,4610,2,18596763
BOL,BOG,827,5736,43,23139783
BOL,BOG,480,2281,6,9137945
BOL,BOG,160,510,4,2044183
BOL,BOG,160,452,1810287
BOL,BOG,320,1437,6,5757674
BOL,BOG,160,1011,2,4049917
BOL,BOG,640,2032,8138282
BOL,BOG,800,4838,4,19378082
BOL,BOG,160,1039,8,4164461
BOL,BOG,6,75,308744
BOL,BOG,352,95,10578,46,43547183
BOL,BOG,3,9,36304
BOL,BOG,1,4,16135
BOL,BOG,2,10,40338
BOL,BOG,12,1639,6564293
BOL,BOG,4750,14120,56128271
BOL,BOG,21,138,68,551899
BOL,BOG,49,133,87,541439
BOL,BOG,8,39,44,156094
BOL,BOG,160,594,51,2361474
BOL,BOG,9,35,91,144143
BOL,BOG,437,1139,89,4581771
BOL,BOG,9,30,06,121578
BOL,BOG,62,165,96,663774
BOL,BOG,75,171,28,692744
BOL,BOG,51,185,732187
BOL,BOG,10,102,52,405751
BOL,BOG,1112,2762,75,10993193
BOL,BOG,4,76,36,302215
BOL,BOG,269,972,93,3857551
BOL,BOG,48,129,11,513185
BOL,BOG,3,147,25,582782
BOL,BOG,45,491,95,1947025
BOL,BOG,12,211,56,837306
BOL,BOG,5,30,85,124773
BOL,BOG,5,36,05,145805
BOL,BOG,2,61,2,242216
BOL,BOG,1,19,3,76385
BOL,BOG,11,108,13,437333
BOL,BOG,24,223,04,882741
BOL,BOG,22,173,684694
BOL,BOG,31,405,13,1603411
BOL,BOG,19,98,8,391028
BOL,BOG,325,1365,06,5457483
BOL,BOG,5,17,75,71790
BOL,BOG,44,161,48,650879
BOL,BOG,63,276,04,1097017
BOL,BOG,90,300,92,1190972
BOL,BOG,9,66,1232,8,4986072
BOL,BOG,1200,780,3154718
BOL,BOG,590,153,4,620428
BOL,BOG,1683,4412,39,18056956
BOL,BOG,738,1910,3,7817578
BOL,BOG,586,3132,62,12819715
BOL,BOG,334,84,2226,89,8852088
BOL,BOG,160,72,305,04,1227595
BOL,BOG,3350,06,7601,42,30263185
BOL,BOG,34,5,74,29,295309
BOL,BOG,40,32,71,76,285252
BOL,BOG,215,76,489,96,1947635
BOL,BOG,818,88,1539,22,6163280
BOL,BOG,79,13,177,41,715642
BOL,BOG,36,42,81,66,329403
BOL,BOG,124,7,237,98,949594
BOL,BOG,278,531,58,2143214
BOL,BOG,175,32,331,87,1331494
BOL,BOG,194,87,415,86,1660999
BOL,BOG,148,89,2024,66,8129957
BOL,BOG,111,34,1064,5,4287142
BOL,BOG,1401,91,154796,48,619426891
BOL,BOG,107,73,10077,22,39883319
BOL,BOG,45,97,5713,92,23508724
BOL,BOG,536,21,64281,56,264472980
BOL,BOG,709,02,65882,93,271061480
BOL,BOG,43,53,4397,18090533
BOL,BOG,720,32705,5,130987490
BOL,BOG,424,71,18024,9,71650600
BOL,BOG,1579,56,52312,34,209180223
BOL,BOG,2086,84,87374,25,349939114
BOL,BOG,304,5115,55,20934519
BOL,BOG,22,5,40,4,160594
BOL,BOG,46,45,98,1,391758
BOL,BOG,11,7,26,1,104363
BOL,BOG,187,14,7885,31806750
BOL,BOG,20,149,8,595731
BOL,BOG,47,240,94,962523
BOL,BOG,63,432,95,1733991
BOL,BOG,15,109,95,437254
BOL,BOG,467,1771,89,7088491
BOL,BOG,82,285,85,1143057
BOL,BOG,168,681,04,2715754
BOL,BOG,1439,3416,74,13663219
BOL,BOG,247,645,26,2581767
BOL,BOG,145,492,1,1966468
BOL,BOG,122,317,14,1266489
BOL,BOG,7,32,76,131206
BOL,BOG,2407,5417,58,21645025
BOL,BOG,633,2565,03,10223810
BOL,BOG,916,1883,95,7528198
BOL,BOG,14,157,08,624682
BOL,BOG,5,48,8,195447
BOL,BOG,93,592,8,2360676
BOL,BOG,5,15,85,63480
BOL,BOG,178,1590,77,6356354
BOL,BOG,6,28,92,115826
BOL,BOG,416,1868,99,7474174
BOL,BOG,50,110,5,442559
BOL,BOG,42,206,02,820431
BOL,BOG,7,36,33,144479
BOL,BOG,20,79,9,320004
BOL,BOG,354,1408,67,5622087
BOL,BOG,55,04,5042,32,20239075
BOL,BOG,4048,10,40051
BOL,BOG,1025,98,51936,66,213682481
BOL,BOG,108,82,11032,26,45389917
BOL,BOG,5,26,95,108802
BOL,BOG,54,360,29,1458820
BOL,BOG,42,236,58,964199
BOL,BOG,197,851,91,3466076
BOL,BOG,222,612,74,2493818
BOL,BOG,27,106,09,434155
BOL,BOG,307,692,38,2819587
BOL,BOG,5,21,5,87985
BOL,BOG,12,40,08,164021
BOL,BOG,208,524,21,2122094
BOL,BOG,117,303,09,1227288
BOL,BOG,17,70,55,287570
BOL,BOG,2340,5182,65,21171838
BOL,BOG,579,2550,34,10342876
BOL,BOG,284,522,06,2131287
BOL,BOG,5,45,15,182279
BOL,BOG,31,246,12,1007204
BOL,BOG,9,88,47,362048
BOL,BOG,142,1325,12,5386448
BOL,BOG,157,462,09,1872096
BOL,BOG,453,1633,84,6647793
BOL,BOG,22,78,1,319611
BOL,BOG,127,479,51,1957052
BOL,BOG,17,68,68,281061
BOL,BOG,208,1041,52,4232056
BOL,BOG,57,92,5227,55,21141943
BOL,BOG,43,71,4141,68,16587677
BOL,BOG,128,7,21867,2,86672178
BOL,BOG,10,11339,7,45780523
BOL,BOG,240,7620,30763388
BOL,BOG,19,236,56,955038
BOL,BOG,110,866,51,3498266
BOL,BOG,80,328,62,1326701
BOL,BOG,155,1387,41,5601238
BOL,BOG,477,1567,08,6326600
BOL,BOG,102,603,12,2434910
BOL,BOG,525,4913,34,19836087
BOL,BOG,40,1604,8,6379224
BOL,BOG,9,352,35,1400623
BOL,BOG,150,2220,8857556
BOL,BOG,70,1340,5346453
BOL,BOG,210,2,1,8359
BOL,BOG,10,10,39807
BOL,BOG,14,9,8,39011
BOL,BOG,200,34400,139669160
BOL,BOG,8,3,0,25,1009
BOL,BOG,1321,2,8367,6,34445978
BOL,BOG,56,635,32,2567662
BOL,BOG,974,4420,34,17571249
BOL,BOG,44,860,2,3419372
BOL,BOG,48,685,92,2726594
BOL,BOG,16,303,53,1225408
BOL,BOG,10,216,2,872840
BOL,BOG,522,3444,84,13932690
BOL,BOG,17,466,19,1882098
BOL,BOG,41,596,5,2368156
BOL,BOG,35,647,5,2614081
BOL,BOG,32,432,1778367
BOL,BOG,9,157,5,648363
BOL,BOG,1937,33126,1,134091155
BOL,BOG,52,676,2675453
BOL,BOG,204,3227,5,13000123
BOL,BOG,61,1093,5,4414667
BOL,BOG,173,2429,5,9890254
BOL,BOG,38,748,22,2974242
BOL,BOG,1455,18508,58,73597117
BOL,BOG,285,7480,61,30090848
BOL,BOG,152,2656,88,10718957
BOL,BOG,80,767,18,3055641
BOL,BOG,38,862,6,3428913
BOL,BOG,23,94,1100,1,4528661
BOL,BOG,8,108,32,430582
BOL,BOG,1,95,12,48534
BOL,BOG,6,1,5,6067
BOL,BOG,40,6,24267
BOL,BOG,4088,37,35495,16,143449012
BOL,BOG,191,94,7483,86,30175578
BOL,BOG,341,57,8788,02,35258766
BOL,BOG,6,21,166,77,676857
